"gene_name","cells_above_default_threshold","max_avg_expression","above_default_threshold"
"Gm4675",0,0.013912,FALSE
"1700044C05Rik",0,0.009524,FALSE
"Gm48997",0,0.004535,FALSE
"Gm5089.1",0,0.166667,FALSE
"4930594M22Rik.1",0,0.25,FALSE
"Gm33906",0,0.2,FALSE
"AW549877",1,0.285714,TRUE
"BC037032",0,0.084034,FALSE
"Fyb",26,1.917647,TRUE
"Tars",2,0.333333,TRUE
"Gm35996",0,0.111111,FALSE
"Gm48957",0,0.006416,FALSE
"March11",15,7.389937,TRUE
"March6",28,1.058824,TRUE
"Gm48960",2,0.416667,TRUE
"Gm41307",0,0.066667,FALSE
"Gm33251",0,0.065098,FALSE
"Gm33301",0,0.081761,FALSE
"Wdyhv1",6,0.461538,TRUE
"Gm36677",0,0.211155,FALSE
"Gm41336",0,0.05042,FALSE
"Gm49019",0,0.016807,FALSE
"Fam49b",44,2.466667,TRUE
"Gm21798",0,0.005181,FALSE
"Gm21961",0,0.133333,FALSE
"Lrrc6",19,1.655462,TRUE
"Gm7125",0,0.2,FALSE
"Pycrl",0,0.103448,FALSE
"Tsta3",2,0.302521,TRUE
"Gm35339",10,3.361345,TRUE
"Cyhr1",11,0.588235,TRUE
"Tex33",23,1.14077,TRUE
"Gm10865",0,0.057471,FALSE
"AC113595.1",0,0.001845,FALSE
"1700029P11Rik",9,0.747899,TRUE
"1500009C09Rik",0,0.05042,FALSE
"Sept3",0,0.148235,FALSE
"Gm29666",0,0.210084,FALSE
"Gm49539",0,0.003515,FALSE
"Gm49464",0,0.226678,FALSE
"Odf3b",0,0.12275,FALSE
"CN725425",12,0.428571,TRUE
"Gm49169",0,0.066667,FALSE
"Gm49173",2,0.4,TRUE
"4833422M21Rik",0,0.083333,FALSE
"Gm41392.1",0,0.004092,FALSE
"Olfr288",0,0.102907,FALSE
"Olfr287",0,0.083333,FALSE
"Olfr286",0,0.016496,FALSE
"H1fnt",26,1.932271,TRUE
"Olfr285",0,0.001833,FALSE
"Olfr282",0,0.004405,FALSE
"Olfr279",8,2.827586,TRUE
"4930415O20Rik",8,0.453782,TRUE
"Gm17349",0,0.083333,FALSE
"Mettl7a1",0,0.047619,FALSE
"Mettl7a3",0,0.005181,FALSE
"Mettl7a2",0,0.031088,FALSE
"1110013H19Rik",0,0.066667,FALSE
"Gm47841",6,0.351852,TRUE
"Grasp",0,0.076923,FALSE
"Gm49425",0,0.009002,FALSE
"Atp5g2",3,0.428571,TRUE
"Olfr161",0,0.040881,FALSE
"Olfr15",0,0.022989,FALSE
"Sept12",11,10.084034,TRUE
"Gm41414",1,0.536007,TRUE
"Gm5767",3,0.504648,TRUE
"1810013L24Rik",12,0.907563,TRUE
"Gm49451",0,0.212483,FALSE
"Gm38619.1",0,0.033613,FALSE
"Gm32817",0,0.133333,FALSE
"3110001I22Rik",0,0.066667,FALSE
"Fopnl",16,0.537815,TRUE
"Efcab1",18,1.153846,TRUE
"Gm21897",0,0.003145,FALSE
"Olfr19",0,0.053417,FALSE
"Vpreb1",0,0.066667,FALSE
"Tmem191c",41,2.164986,TRUE
"B830017H08Rik",0,0.076923,FALSE
"Sept5",0,0.028302,FALSE
"Olfr164",0,0.058824,FALSE
"Olfr165",0,0.016807,FALSE
"Olfr169",0,0.003922,FALSE
"Gm49607",0,0.004405,FALSE
"Gm31814",4,0.596257,TRUE
"Tprg",0,0.002217,FALSE
"Gm26569",0,0.066667,FALSE
"0610012G03Rik",0,0.195572,FALSE
"Tctex1d2",39,2.169742,TRUE
"Ccdc58",40,1.277311,TRUE
"Gm36028",0,0.076923,FALSE
"Maats1",11,0.655462,TRUE
"Gm609",0,0.168067,FALSE
"Gm17783",0,0.012569,FALSE
"Gm4737",0,0.011494,FALSE
"Gm49579",0,0.066667,FALSE
"E330017A01Rik",0,0.006803,FALSE
"Olfr172",0,0.088889,FALSE
"Olfr173",0,0.015873,FALSE
"Olfr175-ps1",0,0.003175,FALSE
"Olfr177",0,0.003175,FALSE
"Olfr180",0,0.142857,FALSE
"Olfr181",0,0.008021,FALSE
"Olfr183",0,0.146032,FALSE
"Olfr186",0,0.044444,FALSE
"Olfr187",0,0.019048,FALSE
"Olfr190",0,0.11746,FALSE
"Olfr191",0,0.019048,FALSE
"Olfr193",0,0.060317,FALSE
"Olfr194",0,0.022222,FALSE
"Olfr195",0,0.034921,FALSE
"Olfr196",0,0.009427,FALSE
"Olfr198",0,0.009524,FALSE
"Olfr199",0,0.142857,FALSE
"Olfr204",0,0,FALSE
"Csnka2ip",5,1.962353,TRUE
"Gm11146",1,0.255348,TRUE
"Gm21833",0,0.022013,FALSE
"Atp5j",27,2.212177,TRUE
"Krtap15",0,0.002674,FALSE
"Gm10228",0,0.003175,FALSE
"1110025L11Rik",0,0.012549,FALSE
"Gm10061",0,0.013333,FALSE
"Gm9789",0,0.142857,FALSE
"4932438H23Rik",2,0.386555,TRUE
"Atp5o",3,0.571956,TRUE
"Gm30695",2,0.260504,TRUE
"Wrb",2,0.333333,TRUE
"Gm1604b",0,0.166667,FALSE
"Fgfr1op",52,2.418502,TRUE
"Qk",47,2.859031,TRUE
"Gm3417",46,2.660517,TRUE
"9030025P20Rik",2,0.378151,TRUE
"Gm3448",33,5.495798,TRUE
"Gm3435",3,0.285714,TRUE
"Tcte3",38,3.166052,TRUE
"AC154200.1",9,0.571429,TRUE
"Vmn2r-ps130",0,0.002353,FALSE
"1520401A03Rik",11,1.072327,TRUE
"Slc9a3r2",0,0.076923,FALSE
"Cramp1l",36,1.550314,TRUE
"Gm38655",0,0.021739,FALSE
"BC003965",2,0.333333,TRUE
"2810468N07Rik",0,0.006803,FALSE
"Fam173a",0,0.2,FALSE
"A930017K11Rik",0,0,FALSE
"Tmem8",5,0.453782,TRUE
"AI413582",0,0.04428,FALSE
"Uhrf1bp1",5,0.862069,TRUE
"Gm4356",0,0.076923,FALSE
"4930539E08Rik",0,0.083333,FALSE
"Gm16196",0,0.206897,FALSE
"Gm17657",0,0.201681,FALSE
"AC166172.1",5,0.605042,TRUE
"Olfr55",0,0.012579,FALSE
"Olfr239",0,0.042017,FALSE
"Olfr1564",0,0.041667,FALSE
"Olfr63",0,0.008403,FALSE
"Gm4125",0,0.00907,FALSE
"March2",8,0.733333,TRUE
"Gm17251",4,0.345912,TRUE
"H2-Ke6",0,0.2,FALSE
"BC051142",56,17.764706,TRUE
"Skiv2l",9,0.559748,TRUE
"Vars",18,1.133333,TRUE
"Gm9573",0,0.027778,FALSE
"Znrd1",11,0.755102,TRUE
"Znrd1as",16,0.709163,TRUE
"Olfr90",0,0.066667,FALSE
"Olfr91",0,0.011494,FALSE
"Olfr92",0,0.029412,FALSE
"Olfr93",0,0.029331,FALSE
"Olfr97",0,0.002353,FALSE
"Olfr99",0,0.083333,FALSE
"Olfr101",0,0.001571,FALSE
"Olfr106-ps",0,0,FALSE
"Olfr107",0,0.001845,FALSE
"Olfr111",0,0.003145,FALSE
"Olfr112",3,0.573529,TRUE
"Olfr113",0,0.003145,FALSE
"Olfr118",0,0.016807,FALSE
"Olfr124",0,0.005348,FALSE
"Olfr125",0,0.004011,FALSE
"Olfr126",0,0.031097,FALSE
"Olfr127",0,0.070856,FALSE
"Olfr128",0,0.092471,FALSE
"Olfr761",0,0.015548,FALSE
"Olfr129",0,0.022989,FALSE
"Olfr131",0,0.021739,FALSE
"Olfr138",0,0.022745,FALSE
"Olfr136",0,0.033613,FALSE
"Gm26917",44,6.781609,TRUE
"Gm42418",61,34.066667,TRUE
"AY036118",61,10.367816,TRUE
"2310039H08Rik",0,0.142857,FALSE
"1700001C19Rik",19,1.081181,TRUE
"A530064D06Rik",0,0.009434,FALSE
"B430306N03Rik",0,0.166667,FALSE
"Gm20219",0,0.117647,FALSE
"1700061G19Rik",7,0.786667,TRUE
"A930002H24Rik",0,0.011494,FALSE
"Gm49932",0,0.213836,FALSE
"Gm31084",0,0.015686,FALSE
"1700116H05Rik",0,0.185923,FALSE
"Gm10184",0,0.04428,FALSE
"Gm10125",21,2.18239,TRUE
"Gm26575",0,0.069182,FALSE
"Armc4",19,2.355556,TRUE
"1010001N08Rik",0,0.07563,FALSE
"AC103362.1",0,0.218039,FALSE
"Gm50304",0,0.008403,FALSE
"Gm35060",0,0.210884,FALSE
"4933408B17Rik",18,2.672269,TRUE
"Gm3550",2,0.252101,TRUE
"Snhg4.1",0,0.133333,FALSE
"1700066B19Rik",16,1.436975,TRUE
"Tmem173",0,0.022222,FALSE
"Hars",2,0.266667,TRUE
"Pcdha11.1",0,0.176471,FALSE
"Gm38097",0,0.216858,FALSE
"C030017B01Rik",0,0.01414,FALSE
"Lars",26,0.848739,TRUE
"AC156546.1",0,0.033613,FALSE
"Ancv1r",0,0.001571,FALSE
"AC163347.1",0,0.033613,FALSE
"Gramd3",2,0.333333,TRUE
"Tex43",40,1.620186,TRUE
"March3",29,2.133333,TRUE
"1700066O22Rik",0,0.10084,FALSE
"Gm4951",0,0.004706,FALSE
"Gm9949",0,0.009524,FALSE
"Nars",35,0.6,TRUE
"AC132307.1",0,0.066667,FALSE
"Gm26910",0,0.082337,FALSE
"Rnf165",0,0.2,FALSE
"8030462N17Rik",24,1.367816,TRUE
"Atp5a1",37,0.555556,TRUE
"Gm16286",0,0.2,FALSE
"Pqlc1",13,0.548311,TRUE
"Gm50290",0,0.016807,FALSE
"AC142100.1",0,0.083333,FALSE
"Zadh2",0,0.083333,FALSE
"Gm5096",0,0.002268,FALSE
"4833408A19Rik",0,0.004405,FALSE
"Gm960",10,1.07563,TRUE
"1700020D05Rik",8,0.828413,TRUE
"CAAA01066123.1",0,0.008403,FALSE
"AC109619.1",0,0.066667,FALSE
"2700081O15Rik",0,0.2,FALSE
"1700092M07Rik",27,2.203187,TRUE
"Ppp1r32",0,0.138322,FALSE
"1700017D01Rik",8,2.02521,TRUE
"1700025F22Rik",14,5.260504,TRUE
"Olfr1417",0,0.010363,FALSE
"Olfr1418",0,0.005076,FALSE
"Olfr1419",0,0.022989,FALSE
"Olfr1420",0,0.16092,FALSE
"Olfr1423",0,0.066667,FALSE
"Olfr1424",0,0.002455,FALSE
"Olfr1425",0,0.003666,FALSE
"Olfr1426",0,0.003928,FALSE
"Olfr1427",0,0.00275,FALSE
"Olfr1428",0,0.015582,FALSE
"Olfr76",0,0.153846,FALSE
"Olfr1555-ps1",0,0.019248,FALSE
"Olfr1431",0,0.008787,FALSE
"Olfr1432",0,0.053459,FALSE
"Olfr262",0,0.008403,FALSE
"Olfr235",0,0.016807,FALSE
"Olfr1441",0,0.003145,FALSE
"Gm5244",0,0.159664,FALSE
"Olfr1444",0,0.142857,FALSE
"Olfr1445",0,0.008403,FALSE
"Olfr1446",2,0.277311,TRUE
"Olfr1447",0,0.083333,FALSE
"Olfr1448",0,0.041667,FALSE
"Olfr1450",0,0.004405,FALSE
"Olfr1458",0,0.003175,FALSE
"Olfr1459",0,0.02521,FALSE
"Olfr1490",0,0.003515,FALSE
"Olfr1491",0,0.007059,FALSE
"Olfr1493-ps1",0,0.007407,FALSE
"Olfr1494",0,0.092437,FALSE
"Olfr1495",2,0.352941,TRUE
"Olfr1496",2,0.411765,TRUE
"Olfr1497",0,0.009524,FALSE
"Olfr1504",0,0.005499,FALSE
"Olfr1505",0,0.009524,FALSE
"AC106834.1",3,0.533333,TRUE
"Gm50134",0,0.037736,FALSE
"1700028P14Rik",21,1.638655,TRUE
"Fam189a2",0,0.175134,FALSE
"Fam122a",0,0.125,FALSE
"Cbwd1",32,1.083333,TRUE
"Gm35438",0,0.013749,FALSE
"Gm35438.1",0,0.25,FALSE
"4430402I18Rik",21,1.8,TRUE
"9930021J03Rik",44,4.058824,TRUE
"2700046G09Rik",10,0.352941,TRUE
"Gm29863",0,0.010212,FALSE
"Gm32081",0,0.083333,FALSE
"March5",6,0.307692,TRUE
"Gm34636",0,0.111111,FALSE
"Gm50217",2,0.336134,TRUE
"Gm17018",11,1.016807,TRUE
"Atp5md",29,0.734317,TRUE
"Gm50442",0,0.142857,FALSE
"Gm10197",0,0.001757,FALSE
"Fam160b1",6,1.008403,TRUE
"1700019N19Rik",20,0.798141,TRUE
"Fam45a",11,1.084034,TRUE
"Gm7102",0,0.057269,FALSE
"AU022751",0,0.066667,FALSE
"Gm14459",0,0.004535,FALSE
"Ssx9",0,0.005618,FALSE
"Gm6592",0,0,FALSE
"Gm5751",0,0.111111,FALSE
"Hypm",8,0.644444,TRUE
"Gm14636",0,0,FALSE
"Gm21876",0,0.016667,FALSE
"Gm4907",0,0.043084,FALSE
"Gm4985",0,0.142857,FALSE
"Gm21637",0,0.001845,FALSE
"CT868697.1",0,0.007968,FALSE
"Gm5926",0,0.008403,FALSE
"FQ976806.1",0,0.020408,FALSE
"CU019598.1",0,0.006803,FALSE
"Gm6268",0,0.11451,FALSE
"C330007P06Rik",4,0.533333,TRUE
"Sept6",2,0.5,TRUE
"Btg1-ps1",0,0.036281,FALSE
"Btg1-ps2",0,0.035857,FALSE
"Cypt15",0,0.2,FALSE
"Cypt14",0,0.142857,FALSE
"Tex13c2",0,0.025397,FALSE
"Gm595",21,0.85761,TRUE
"Olfr1323",0,0.024064,FALSE
"Olfr1324",0,0.013354,FALSE
"1700080O16Rik",1,0.255348,TRUE
"Hprt",4,0.333333,TRUE
"Gm28730",0,0.00369,FALSE
"C430049B03Rik",0,0.02521,FALSE
"Fam122b",0,0.119508,FALSE
"Fam122c",0,0.219982,FALSE
"Gm14597",0,0.012698,FALSE
"4930502E18Rik",0,0.133333,FALSE
"Gm648",0,0.011916,FALSE
"Gm364",4,0.5,TRUE
"4930550L24Rik",0,0.153846,FALSE
"Gm14664",0,0.148118,FALSE
"4933402E13Rik",0,0.133333,FALSE
"3830417A13Rik",0,0.08427,FALSE
"Gm14698",0,0.015723,FALSE
"1110012L19Rik",0,0.021739,FALSE
"Gm1141",0,0.146032,FALSE
"Gm14685",0,0.003175,FALSE
"Gm18336",0,0.022989,FALSE
"Taz",0,0.076923,FALSE
"Gm6880",0,0.066667,FALSE
"Gm5640",0,0.002268,FALSE
"Gm6890",0,0.081633,FALSE
"Gm5936",0,0.011494,FALSE
"4930595M18Rik",0,0.047619,FALSE
"Gm14762",0,0.003137,FALSE
"Pet2",11,0.833333,TRUE
"4932429P05Rik",0,0.050562,FALSE
"4930415L06Rik",0,0.083333,FALSE
"Gm14781",0,0.142857,FALSE
"Fam90a1b.1",0,0.230769,FALSE
"F630028O10Rik",0,0.001569,FALSE
"Gm14809",0,0.004535,FALSE
"Tmem28",0,0.020305,FALSE
"Gm3880",0,0.133333,FALSE
"Gm9112",0,0.149446,FALSE
"1700011M02Rik",0,0.25,FALSE
"1700018G05Rik",0,0.199262,FALSE
"2610002M06Rik",0,0.2,FALSE
"Gm732",0,0.022472,FALSE
"4933403O08Rik",0,0.057255,FALSE
"H2afb1",0,0.009259,FALSE
"H2afb3",0,0.083333,FALSE
"BX088531.1",0,0.055556,FALSE
"BX571804.1",0,0.016667,FALSE
"4932411N23Rik",0,0.047619,FALSE
"Gm15023",0,0.021739,FALSE
"Pramel3",0,0.083333,FALSE
"Gm5128",2,0.307692,TRUE
"Gm7903",0,0.001835,FALSE
"AV320801",0,0.083333,FALSE
"Prame",0,0.083333,FALSE
"H2bfm",0,0.084034,FALSE
"Pih1h3b",0,0.062385,FALSE
"Eif2c5",0,0.130435,FALSE
"Tmem29",21,0.8,TRUE
"Gm10057",0,0.002268,FALSE
"Gm15140",0,0.006275,FALSE
"4930524N10Rik",0,0.041667,FALSE
"Gm15155",2,0.276078,TRUE
"Gm15262",15,0.75,TRUE
"4933400A11Rik",0,0.211111,FALSE
"Gm21887",0,0.133333,FALSE
"Gm29277",0,0.022727,FALSE
"Gm4064",0,0.066667,FALSE
"Gm21693",0,0.021739,FALSE
"Gm21704",0,0.083333,FALSE
"Gm3376",0,0.076923,FALSE
"Gm29423",0,0.083333,FALSE
"Gm21860",0,0.011494,FALSE
"Gm47283",11,0.866667,TRUE
"AC125149.3",0,0.004092,FALSE
"AC133103.1",0,0.004011,FALSE
"AC168977.1",0,0.009524,FALSE
"CAAA01118383.1",7,4.008403,TRUE
"AC132444.5",0,0.001337,FALSE
"AC132444.6",0,0.009434,FALSE
"Vamp7",0,0.022989,FALSE
"Tmlhe",0,0.045977,FALSE
"AC087559.3",0,0.001852,FALSE
"AC087559.2",0,0.008403,FALSE
"AC140325.1",0,0.005618,FALSE
"Vmn2r122",0,0.022745,FALSE
"Gm10931",0,0.033613,FALSE
"CT868723.1",0,0.043084,FALSE
"CAAA01147332.1",0,0.002217,FALSE
"AC149090.1",46,15.31761,TRUE
