,lr_pair,pathway,X_DARK_score,X_PALE_score,X_PALE2WEAK_score,X_WEAK2STRONG_score
RELN_ITGA3_ITGB1,RELN_ITGA3_ITGB1,RELN,2.69E-05,0.002340499,0.007624378,0.000748887
THBS1_ITGA3_ITGB1,THBS1_ITGA3_ITGB1,THBS,4.03E-05,0.000416089,0.000798744,0.000179733
THBS2_ITGA3_ITGB1,THBS2_ITGA3_ITGB1,THBS,0,0,0,0
THBS3_ITGA3_ITGB1,THBS3_ITGA3_ITGB1,THBS,8.96E-06,0.000156033,0.000145226,3.00E-05
THBS4_ITGA3_ITGB1,THBS4_ITGA3_ITGB1,THBS,0,0,7.26E-05,0
COMP_ITGA3_ITGB1,COMP_ITGA3_ITGB1,THBS,1.34E-05,0.000312067,0.000508292,3.00E-05
COL1A1_ITGA3_ITGB1,COL1A1_ITGA3_ITGB1,COLLAGEN,4.48E-06,0,0.000363066,0
COL1A2_ITGA3_ITGB1,COL1A2_ITGA3_ITGB1,COLLAGEN,0,5.20E-05,0.000653518,0
COL2A1_ITGA3_ITGB1,COL2A1_ITGA3_ITGB1,COLLAGEN,0,5.20E-05,0.000217839,0
COL4A1_ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,COLLAGEN,8.96E-06,0,0.000726131,5.99E-05
COL4A2_ITGA3_ITGB1,COL4A2_ITGA3_ITGB1,COLLAGEN,8.96E-06,0.000260055,0.000435679,5.99E-05
COL4A3_ITGA3_ITGB1,COL4A3_ITGA3_ITGB1,COLLAGEN,8.07E-05,0.00618932,0.007406539,0.000299555
COL4A4_ITGA3_ITGB1,COL4A4_ITGA3_ITGB1,COLLAGEN,0.000201668,0.009726075,0.014377398,0.000868709
COL4A5_ITGA3_ITGB1,COL4A5_ITGA3_ITGB1,COLLAGEN,2.69E-05,0.000832178,0.001452262,0.000179733
COL4A6_ITGA3_ITGB1,COL4A6_ITGA3_ITGB1,COLLAGEN,3.14E-05,0.001560333,0.000871357,5.99E-05
COL6A1_ITGA3_ITGB1,COL6A1_ITGA3_ITGB1,COLLAGEN,4.48E-06,0,7.26E-05,0
COL6A2_ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,COLLAGEN,0,5.20E-05,0.000145226,0
COL6A3_ITGA3_ITGB1,COL6A3_ITGA3_ITGB1,COLLAGEN,1.79E-05,0,7.26E-05,0
COL6A4_ITGA3_ITGB1,COL6A4_ITGA3_ITGB1,COLLAGEN,8.96E-06,0,0.000290452,0
COL6A5_ITGA3_ITGB1,COL6A5_ITGA3_ITGB1,COLLAGEN,4.48E-06,0,0.000217839,0.000119822
COL6A6_ITGA3_ITGB1,COL6A6_ITGA3_ITGB1,COLLAGEN,1.79E-05,5.20E-05,0.000363066,0.000119822
COL9A1_ITGA3_ITGB1,COL9A1_ITGA3_ITGB1,COLLAGEN,0,5.20E-05,7.26E-05,0
COL9A2_ITGA3_ITGB1,COL9A2_ITGA3_ITGB1,COLLAGEN,0,0,0,0
COL9A3_ITGA3_ITGB1,COL9A3_ITGA3_ITGB1,COLLAGEN,5.38E-05,0.000156033,0.000290452,8.99E-05
LAMA1_ITGA6_ITGB1,LAMA1_ITGA6_ITGB1,LAMININ,0.007708207,0.026181395,0.026807807,0.015082592
LAMA2_ITGA6_ITGB1,LAMA2_ITGA6_ITGB1,LAMININ,0.000537782,0.000614226,0.000944769,0.000907224
LAMA3_ITGA6_ITGB1,LAMA3_ITGA6_ITGB1,LAMININ,0.000627412,0.000537448,0.000177144,0.000567015
LAMA4_ITGA6_ITGB1,LAMA4_ITGA6_ITGB1,LAMININ,8.96E-05,0,0.000118096,0.000113403
LAMA5_ITGA6_ITGB1,LAMA5_ITGA6_ITGB1,LAMININ,0,0.000153557,0,0
LAMB1_ITGA6_ITGB1,LAMB1_ITGA6_ITGB1,LAMININ,8.96E-05,0.000230335,0.000413336,0.000340209
LAMB2_ITGA6_ITGB1,LAMB2_ITGA6_ITGB1,LAMININ,0.000224076,0.000307113,0.000767624,0.000340209
LAMB3_ITGA6_ITGB1,LAMB3_ITGA6_ITGB1,LAMININ,0.000224076,7.68E-05,0.000236192,0.000113403
LAMC1_ITGA6_ITGB1,LAMC1_ITGA6_ITGB1,LAMININ,0.001344455,0.001689122,0.001358105,0.000340209
LAMC2_ITGA6_ITGB1,LAMC2_ITGA6_ITGB1,LAMININ,4.48E-05,0,5.90E-05,0
LAMC3_ITGA6_ITGB1,LAMC3_ITGA6_ITGB1,LAMININ,0.000179261,0.000307113,0.000531432,0
LAMA1_ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,LAMININ,0.051182493,0.046028581,0.028619146,0.05179305
LAMA2_ITGA7_ITGB1,LAMA2_ITGA7_ITGB1,LAMININ,0.003570872,0.001079849,0.001008604,0.003115371
LAMA3_ITGA7_ITGB1,LAMA3_ITGA7_ITGB1,LAMININ,0.004166017,0.000944868,0.000189113,0.001947107
LAMA4_ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,LAMININ,0.000595145,0,0.000126076,0.000389421
LAMA5_ITGA7_ITGB1,LAMA5_ITGA7_ITGB1,LAMININ,0,0.000269962,0,0
LAMB1_ITGA7_ITGB1,LAMB1_ITGA7_ITGB1,LAMININ,0.000595145,0.000404944,0.000441264,0.001168264
LAMB2_ITGA7_ITGB1,LAMB2_ITGA7_ITGB1,LAMININ,0.001487863,0.000539925,0.000819491,0.001168264
LAMB3_ITGA7_ITGB1,LAMB3_ITGA7_ITGB1,LAMININ,0.001487863,0.000134981,0.000252151,0.000389421
LAMC1_ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,LAMININ,0.008927179,0.002969586,0.001449869,0.001168264
LAMC2_ITGA7_ITGB1,LAMC2_ITGA7_ITGB1,LAMININ,0.000297573,0,6.30E-05,0
LAMC3_ITGA7_ITGB1,LAMC3_ITGA7_ITGB1,LAMININ,0.001190291,0.000539925,0.00056734,0
VTN_ITGA8_ITGB1,VTN_ITGA8_ITGB1,VTN,0,3.96E-05,0.000128469,0
TNC_ITGA8_ITGB1,TNC_ITGA8_ITGB1,TENASCIN,0,0,0.000513877,0.000616227
TNR_ITGA8_ITGB1,TNR_ITGA8_ITGB1,TENASCIN,6.90E-05,3.96E-05,0,0
TNN_ITGA8_ITGB1,TNN_ITGA8_ITGB1,TENASCIN,0,0,0,0
TNXB_ITGA8_ITGB1,TNXB_ITGA8_ITGB1,TENASCIN,7.89E-05,0.000118883,0.000256939,0
TNC_ITGA9_ITGB1,TNC_ITGA9_ITGB1,TENASCIN,0,0,0.000976686,0.00026318
TNR_ITGA9_ITGB1,TNR_ITGA9_ITGB1,TENASCIN,0.001066601,0.000395037,0,0
TNN_ITGA9_ITGB1,TNN_ITGA9_ITGB1,TENASCIN,0,0,0,0
TNXB_ITGA9_ITGB1,TNXB_ITGA9_ITGB1,TENASCIN,0.001218972,0.00118511,0.000488343,0
COL1A1_ITGA9_ITGB1,COL1A1_ITGA9_ITGB1,COLLAGEN,0.000152372,0,0.001220858,0
COL1A2_ITGA9_ITGB1,COL1A2_ITGA9_ITGB1,COLLAGEN,0,0.000395037,0.002197544,0
COL2A1_ITGA9_ITGB1,COL2A1_ITGA9_ITGB1,COLLAGEN,0,0.000395037,0.000732515,0
COL4A1_ITGA9_ITGB1,COL4A1_ITGA9_ITGB1,COLLAGEN,0.000304743,0,0.002441716,0.000526361
COL4A2_ITGA9_ITGB1,COL4A2_ITGA9_ITGB1,COLLAGEN,0.000304743,0.001975183,0.00146503,0.000526361
COL4A3_ITGA9_ITGB1,COL4A3_ITGA9_ITGB1,COLLAGEN,0.002742688,0.047009362,0.024905503,0.002631804
COL4A4_ITGA9_ITGB1,COL4A4_ITGA9_ITGB1,COLLAGEN,0.006856719,0.073871855,0.048345977,0.007632232
COL4A5_ITGA9_ITGB1,COL4A5_ITGA9_ITGB1,COLLAGEN,0.000914229,0.006320586,0.004883432,0.001579083
COL4A6_ITGA9_ITGB1,COL4A6_ITGA9_ITGB1,COLLAGEN,0.001066601,0.0118511,0.002930059,0.000526361
COL6A1_ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,COLLAGEN,0.000152372,0,0.000244172,0
COL6A2_ITGA9_ITGB1,COL6A2_ITGA9_ITGB1,COLLAGEN,0,0.000395037,0.000488343,0
COL6A3_ITGA9_ITGB1,COL6A3_ITGA9_ITGB1,COLLAGEN,0.000609486,0,0.000244172,0
COL6A4_ITGA9_ITGB1,COL6A4_ITGA9_ITGB1,COLLAGEN,0.000304743,0,0.000976686,0
COL6A5_ITGA9_ITGB1,COL6A5_ITGA9_ITGB1,COLLAGEN,0.000152372,0,0.000732515,0.001052722
COL6A6_ITGA9_ITGB1,COL6A6_ITGA9_ITGB1,COLLAGEN,0.000609486,0.000395037,0.001220858,0.001052722
COL9A1_ITGA9_ITGB1,COL9A1_ITGA9_ITGB1,COLLAGEN,0,0.000395037,0.000244172,0
COL9A2_ITGA9_ITGB1,COL9A2_ITGA9_ITGB1,COLLAGEN,0,0,0,0
COL9A3_ITGA9_ITGB1,COL9A3_ITGA9_ITGB1,COLLAGEN,0.001828458,0.00118511,0.000976686,0.000789541
LAMA1_ITGA9_ITGB1,LAMA1_ITGA9_ITGB1,LAMININ,0.026207903,0.1347075,0.110853906,0.035002996
LAMA2_ITGA9_ITGB1,LAMA2_ITGA9_ITGB1,LAMININ,0.001828458,0.003160293,0.003906746,0.002105443
LAMA3_ITGA9_ITGB1,LAMA3_ITGA9_ITGB1,LAMININ,0.002133201,0.002765257,0.000732515,0.001315902
LAMA4_ITGA9_ITGB1,LAMA4_ITGA9_ITGB1,LAMININ,0.000304743,0,0.000488343,0.00026318
LAMA5_ITGA9_ITGB1,LAMA5_ITGA9_ITGB1,LAMININ,0,0.000790073,0,0
LAMB1_ITGA9_ITGB1,LAMB1_ITGA9_ITGB1,LAMININ,0.000304743,0.00118511,0.001709201,0.000789541
LAMB2_ITGA9_ITGB1,LAMB2_ITGA9_ITGB1,LAMININ,0.000761858,0.001580147,0.003174231,0.000789541
LAMB3_ITGA9_ITGB1,LAMB3_ITGA9_ITGB1,LAMININ,0.000761858,0.000395037,0.000976686,0.00026318
LAMC1_ITGA9_ITGB1,LAMC1_ITGA9_ITGB1,LAMININ,0.004571146,0.008690806,0.005615947,0.000789541
LAMC2_ITGA9_ITGB1,LAMC2_ITGA9_ITGB1,LAMININ,0.000152372,0,0.000244172,0
LAMC3_ITGA9_ITGB1,LAMC3_ITGA9_ITGB1,LAMININ,0.000609486,0.001580147,0.002197544,0
COL1A1_ITGA10_ITGB1,COL1A1_ITGA10_ITGB1,COLLAGEN,2.87E-05,0,0.000458819,0
COL1A2_ITGA10_ITGB1,COL1A2_ITGA10_ITGB1,COLLAGEN,0,0.000102784,0.000825875,0
COL2A1_ITGA10_ITGB1,COL2A1_ITGA10_ITGB1,COLLAGEN,0,0.000102784,0.000275292,0
COL4A1_ITGA10_ITGB1,COL4A1_ITGA10_ITGB1,COLLAGEN,5.74E-05,0,0.000917638,0.000119822
COL4A2_ITGA10_ITGB1,COL4A2_ITGA10_ITGB1,COLLAGEN,5.74E-05,0.000513919,0.000550583,0.000119822
COL4A3_ITGA10_ITGB1,COL4A3_ITGA10_ITGB1,COLLAGEN,0.000516271,0.012231276,0.009359911,0.00059911
COL4A4_ITGA10_ITGB1,COL4A4_ITGA10_ITGB1,COLLAGEN,0.001290676,0.019220577,0.01816924,0.001737419
COL4A5_ITGA10_ITGB1,COL4A5_ITGA10_ITGB1,COLLAGEN,0.00017209,0.001644541,0.001835277,0.000359466
COL4A6_ITGA10_ITGB1,COL4A6_ITGA10_ITGB1,COLLAGEN,0.000200772,0.003083515,0.001101166,0.000119822
COL6A1_ITGA10_ITGB1,COL6A1_ITGA10_ITGB1,COLLAGEN,2.87E-05,0,9.18E-05,0
COL6A2_ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,COLLAGEN,0,0.000102784,0.000183528,0
COL6A3_ITGA10_ITGB1,COL6A3_ITGA10_ITGB1,COLLAGEN,0.000114727,0,9.18E-05,0
COL6A4_ITGA10_ITGB1,COL6A4_ITGA10_ITGB1,COLLAGEN,5.74E-05,0,0.000367055,0
COL6A5_ITGA10_ITGB1,COL6A5_ITGA10_ITGB1,COLLAGEN,2.87E-05,0,0.000275292,0.000239644
COL6A6_ITGA10_ITGB1,COL6A6_ITGA10_ITGB1,COLLAGEN,0.000114727,0.000102784,0.000458819,0.000239644
COL9A1_ITGA10_ITGB1,COL9A1_ITGA10_ITGB1,COLLAGEN,0,0.000102784,9.18E-05,0
COL9A2_ITGA10_ITGB1,COL9A2_ITGA10_ITGB1,COLLAGEN,0,0,0,0
COL9A3_ITGA10_ITGB1,COL9A3_ITGA10_ITGB1,COLLAGEN,0.00034418,0.000308351,0.000367055,0.000179733
COL1A1_ITGA11_ITGB1,COL1A1_ITGA11_ITGB1,COLLAGEN,0.000202565,0,0.001057279,0
COL1A2_ITGA11_ITGB1,COL1A2_ITGA11_ITGB1,COLLAGEN,0,0.00016594,0.001903102,0
COL2A1_ITGA11_ITGB1,COL2A1_ITGA11_ITGB1,COLLAGEN,0,0.00016594,0.000634367,0
COL4A1_ITGA11_ITGB1,COL4A1_ITGA11_ITGB1,COLLAGEN,0.000405129,0,0.002114558,0.000843033
COL4A2_ITGA11_ITGB1,COL4A2_ITGA11_ITGB1,COLLAGEN,0.000405129,0.000829701,0.001268735,0.000843033
COL4A3_ITGA11_ITGB1,COL4A3_ITGA11_ITGB1,COLLAGEN,0.003646161,0.019746879,0.021568491,0.004215166
COL4A4_ITGA11_ITGB1,COL4A4_ITGA11_ITGB1,COLLAGEN,0.009115403,0.03103081,0.041868248,0.012223982
COL4A5_ITGA11_ITGB1,COL4A5_ITGA11_ITGB1,COLLAGEN,0.001215387,0.002655043,0.004229116,0.0025291
COL4A6_ITGA11_ITGB1,COL4A6_ITGA11_ITGB1,COLLAGEN,0.001417952,0.004978205,0.00253747,0.000843033
COL6A1_ITGA11_ITGB1,COL6A1_ITGA11_ITGB1,COLLAGEN,0.000202565,0,0.000211456,0
COL6A2_ITGA11_ITGB1,COL6A2_ITGA11_ITGB1,COLLAGEN,0,0.00016594,0.000422912,0
COL6A3_ITGA11_ITGB1,COL6A3_ITGA11_ITGB1,COLLAGEN,0.000810258,0,0.000211456,0
COL6A4_ITGA11_ITGB1,COL6A4_ITGA11_ITGB1,COLLAGEN,0.000405129,0,0.000845823,0
COL6A5_ITGA11_ITGB1,COL6A5_ITGA11_ITGB1,COLLAGEN,0.000202565,0,0.000634367,0.001686066
COL6A6_ITGA11_ITGB1,COL6A6_ITGA11_ITGB1,COLLAGEN,0.000810258,0.00016594,0.001057279,0.001686066
COL9A1_ITGA11_ITGB1,COL9A1_ITGA11_ITGB1,COLLAGEN,0,0.00016594,0.000211456,0
COL9A2_ITGA11_ITGB1,COL9A2_ITGA11_ITGB1,COLLAGEN,0,0,0,0
COL9A3_ITGA11_ITGB1,COL9A3_ITGA11_ITGB1,COLLAGEN,0.002430774,0.00049782,0.000845823,0.00126455
FN1_ITGAV_ITGB1,FN1_ITGAV_ITGB1,FN1,0,0,4.95E-05,9.41E-05
VTN_ITGAV_ITGB1,VTN_ITGAV_ITGB1,VTN,0,6.93E-05,4.95E-05,0
FN1_ITGA4_ITGB7,FN1_ITGA4_ITGB7,FN1,0,0,1.12E-05,1.71E-05
FN1_ITGAV_ITGB3,FN1_ITGAV_ITGB3,FN1,0,0,4.95E-05,7.49E-05
VTN_ITGAV_ITGB3,VTN_ITGAV_ITGB3,VTN,0,4.46E-05,4.95E-05,0
VWF_ITGAV_ITGB3,VWF_ITGAV_ITGB3,VWF,7.89E-05,4.46E-05,4.95E-05,7.49E-05
TNC_ITGAV_ITGB3,TNC_ITGAV_ITGB3,TENASCIN,0,0,0.000197891,7.49E-05
TNR_ITGAV_ITGB3,TNR_ITGAV_ITGB3,TENASCIN,0.000276061,4.46E-05,0,0
TNN_ITGAV_ITGB3,TNN_ITGAV_ITGB3,TENASCIN,0,0,0,0
TNXB_ITGAV_ITGB3,TNXB_ITGAV_ITGB3,TENASCIN,0.000315499,0.000133743,9.89E-05,0
IBSP_ITGAV_ITGB3,IBSP_ITGAV_ITGB3,BSP,0,0,4.95E-05,0
THBS1_ITGAV_ITGB3,THBS1_ITGAV_ITGB3,THBS,0.000354936,0.000356648,0.000544199,0.000449332
THBS2_ITGAV_ITGB3,THBS2_ITGAV_ITGB3,THBS,0,0,0,0
THBS3_ITGAV_ITGB3,THBS3_ITGAV_ITGB3,THBS,7.89E-05,0.000133743,9.89E-05,7.49E-05
THBS4_ITGAV_ITGB3,THBS4_ITGAV_ITGB3,THBS,0,0,4.95E-05,0
COMP_ITGAV_ITGB3,COMP_ITGAV_ITGB3,THBS,0.000118312,0.000267486,0.000346309,7.49E-05
FN1_ITGA2B_ITGB3,FN1_ITGA2B_ITGB3,FN1,0,0,6.94E-05,7.49E-05
VTN_ITGA2B_ITGB3,VTN_ITGA2B_ITGB3,VTN,0,4.46E-05,6.94E-05,0
VWF_ITGA2B_ITGB3,VWF_ITGA2B_ITGB3,VWF,7.89E-05,4.46E-05,6.94E-05,7.49E-05
TNC_ITGA2B_ITGB3,TNC_ITGA2B_ITGB3,TENASCIN,0,0,0.000277685,7.49E-05
TNR_ITGA2B_ITGB3,TNR_ITGA2B_ITGB3,TENASCIN,0.000276061,4.46E-05,0,0
TNN_ITGA2B_ITGB3,TNN_ITGA2B_ITGB3,TENASCIN,0,0,0,0
TNXB_ITGA2B_ITGB3,TNXB_ITGA2B_ITGB3,TENASCIN,0.000315499,0.000133743,0.000138843,0
VTN_ITGAV_ITGB5,VTN_ITGAV_ITGB5,VTN,0,6.93E-05,4.95E-05,0
IBSP_ITGAV_ITGB5,IBSP_ITGAV_ITGB5,BSP,0,0,4.95E-05,0
TNC_ITGAV_ITGB6,TNC_ITGAV_ITGB6,TENASCIN,0,0,0.000197891,9.41E-05
TNR_ITGAV_ITGB6,TNR_ITGAV_ITGB6,TENASCIN,0.00021332,6.93E-05,0,0
TNN_ITGAV_ITGB6,TNN_ITGAV_ITGB6,TENASCIN,0,0,0,0
TNXB_ITGAV_ITGB6,TNXB_ITGAV_ITGB6,TENASCIN,0.000243794,0.000208044,9.89E-05,0
FN1_ITGAV_ITGB6,FN1_ITGAV_ITGB6,FN1,0,0,4.95E-05,9.41E-05
VTN_ITGAV_ITGB8,VTN_ITGAV_ITGB8,VTN,0,3.47E-05,3.03E-05,0
FN1_ITGAV_ITGB8,FN1_ITGAV_ITGB8,FN1,0,0,3.03E-05,9.41E-05
LAMA1_ITGAV_ITGB8,LAMA1_ITGAV_ITGB8,LAMININ,0.012641459,0.011823856,0.013766171,0.012521397
LAMA2_ITGAV_ITGB8,LAMA2_ITGAV_ITGB8,LAMININ,0.000881962,0.000277393,0.000485151,0.000753167
LAMA3_ITGAV_ITGB8,LAMA3_ITGAV_ITGB8,LAMININ,0.001028956,0.000242718,9.10E-05,0.000470729
LAMA4_ITGAV_ITGB8,LAMA4_ITGAV_ITGB8,LAMININ,0.000146994,0,6.06E-05,9.41E-05
LAMA5_ITGAV_ITGB8,LAMA5_ITGAV_ITGB8,LAMININ,0,6.93E-05,0,0
LAMB1_ITGAV_ITGB8,LAMB1_ITGAV_ITGB8,LAMININ,0.000146994,0.000104022,0.000212254,0.000282438
LAMB2_ITGAV_ITGB8,LAMB2_ITGAV_ITGB8,LAMININ,0.000367484,0.000138696,0.000394186,0.000282438
LAMB3_ITGAV_ITGB8,LAMB3_ITGAV_ITGB8,LAMININ,0.000367484,3.47E-05,0.000121288,9.41E-05
LAMC1_ITGAV_ITGB8,LAMC1_ITGAV_ITGB8,LAMININ,0.002204906,0.000762829,0.000697405,0.000282438
LAMC2_ITGAV_ITGB8,LAMC2_ITGAV_ITGB8,LAMININ,7.35E-05,0,3.03E-05,0
LAMC3_ITGAV_ITGB8,LAMC3_ITGAV_ITGB8,LAMININ,0.000293987,0.000138696,0.000272898,0
COL1A1_ITGAV_ITGB8,COL1A1_ITGAV_ITGB8,COLLAGEN,7.35E-05,0,0.00015161,0
COL1A2_ITGAV_ITGB8,COL1A2_ITGAV_ITGB8,COLLAGEN,0,3.47E-05,0.000272898,0
COL2A1_ITGAV_ITGB8,COL2A1_ITGAV_ITGB8,COLLAGEN,0,3.47E-05,9.10E-05,0
COL4A1_ITGAV_ITGB8,COL4A1_ITGAV_ITGB8,COLLAGEN,0.000146994,0,0.00030322,0.000188292
COL4A2_ITGAV_ITGB8,COL4A2_ITGAV_ITGB8,COLLAGEN,0.000146994,0.00017337,0.000181932,0.000188292
COL4A3_ITGAV_ITGB8,COL4A3_ITGAV_ITGB8,COLLAGEN,0.001322943,0.004126214,0.00309284,0.000941458
COL4A4_ITGAV_ITGB8,COL4A4_ITGAV_ITGB8,COLLAGEN,0.003307358,0.00648405,0.006003749,0.002730229
COL4A5_ITGAV_ITGB8,COL4A5_ITGAV_ITGB8,COLLAGEN,0.000440981,0.000554785,0.000606439,0.000564875
COL4A6_ITGAV_ITGB8,COL4A6_ITGAV_ITGB8,COLLAGEN,0.000514478,0.001040222,0.000363864,0.000188292
COL6A1_ITGAV_ITGB8,COL6A1_ITGAV_ITGB8,COLLAGEN,7.35E-05,0,3.03E-05,0
COL6A2_ITGAV_ITGB8,COL6A2_ITGAV_ITGB8,COLLAGEN,0,3.47E-05,6.06E-05,0
COL6A3_ITGAV_ITGB8,COL6A3_ITGAV_ITGB8,COLLAGEN,0.000293987,0,3.03E-05,0
COL6A4_ITGAV_ITGB8,COL6A4_ITGAV_ITGB8,COLLAGEN,0.000146994,0,0.000121288,0
COL6A5_ITGAV_ITGB8,COL6A5_ITGAV_ITGB8,COLLAGEN,7.35E-05,0,9.10E-05,0.000376583
COL6A6_ITGAV_ITGB8,COL6A6_ITGAV_ITGB8,COLLAGEN,0.000293987,3.47E-05,0.00015161,0.000376583
COL9A1_ITGAV_ITGB8,COL9A1_ITGAV_ITGB8,COLLAGEN,0,3.47E-05,3.03E-05,0
COL9A2_ITGAV_ITGB8,COL9A2_ITGAV_ITGB8,COLLAGEN,0,0,0,0
COL9A3_ITGAV_ITGB8,COL9A3_ITGAV_ITGB8,COLLAGEN,0.000881962,0.000104022,0.000121288,0.000282438
LAMA1_ITGA6_ITGB4,LAMA1_ITGA6_ITGB4,LAMININ,0.002158298,0.006756489,0.024634201,0.003699504
LAMA2_ITGA6_ITGB4,LAMA2_ITGA6_ITGB4,LAMININ,0.000150579,0.00015851,0.000868166,0.000222527
LAMA3_ITGA6_ITGB4,LAMA3_ITGA6_ITGB4,LAMININ,0.000175675,0.000138696,0.000162781,0.000139079
LAMA4_ITGA6_ITGB4,LAMA4_ITGA6_ITGB4,LAMININ,2.51E-05,0,0.000108521,2.78E-05
LAMA5_ITGA6_ITGB4,LAMA5_ITGA6_ITGB4,LAMININ,0,3.96E-05,0,0
LAMB1_ITGA6_ITGB4,LAMB1_ITGA6_ITGB4,LAMININ,2.51E-05,5.94E-05,0.000379822,8.34E-05
LAMB2_ITGA6_ITGB4,LAMB2_ITGA6_ITGB4,LAMININ,6.27E-05,7.93E-05,0.000705385,8.34E-05
LAMB3_ITGA6_ITGB4,LAMB3_ITGA6_ITGB4,LAMININ,6.27E-05,1.98E-05,0.000217041,2.78E-05
LAMC1_ITGA6_ITGB4,LAMC1_ITGA6_ITGB4,LAMININ,0.000376447,0.000435903,0.001247988,8.34E-05
LAMC2_ITGA6_ITGB4,LAMC2_ITGA6_ITGB4,LAMININ,1.25E-05,0,5.43E-05,0
LAMC3_ITGA6_ITGB4,LAMC3_ITGA6_ITGB4,LAMININ,5.02E-05,7.93E-05,0.000488343,0
FN1_CD44,FN1_CD44,FN1,0,0,2.31E-05,4.71E-05
COL1A1_CD44,COL1A1_CD44,COLLAGEN,1.43E-05,0,0.000115702,0
COL1A2_CD44,COL1A2_CD44,COLLAGEN,0,2.23E-05,0.000208264,0
COL2A1_CD44,COL2A1_CD44,COLLAGEN,0,2.23E-05,6.94E-05,0
COL4A1_CD44,COL4A1_CD44,COLLAGEN,2.87E-05,0,0.000231404,9.41E-05
COL4A2_CD44,COL4A2_CD44,COLLAGEN,2.87E-05,0.000111452,0.000138843,9.41E-05
COL4A3_CD44,COL4A3_CD44,COLLAGEN,0.000258135,0.002652566,0.002360325,0.000470729
COL4A4_CD44,COL4A4_CD44,COLLAGEN,0.000645338,0.004168318,0.004581808,0.001365115
COL4A5_CD44,COL4A5_CD44,COLLAGEN,8.60E-05,0.000356648,0.000462809,0.000282438
COL4A6_CD44,COL4A6_CD44,COLLAGEN,0.000100386,0.000668714,0.000277685,9.41E-05
COL6A1_CD44,COL6A1_CD44,COLLAGEN,1.43E-05,0,2.31E-05,0
COL6A2_CD44,COL6A2_CD44,COLLAGEN,0,2.23E-05,4.63E-05,0
COL6A3_CD44,COL6A3_CD44,COLLAGEN,5.74E-05,0,2.31E-05,0
COL6A4_CD44,COL6A4_CD44,COLLAGEN,2.87E-05,0,9.26E-05,0
COL6A5_CD44,COL6A5_CD44,COLLAGEN,1.43E-05,0,6.94E-05,0.000188292
COL6A6_CD44,COL6A6_CD44,COLLAGEN,5.74E-05,2.23E-05,0.000115702,0.000188292
COL9A1_CD44,COL9A1_CD44,COLLAGEN,0,2.23E-05,2.31E-05,0
COL9A2_CD44,COL9A2_CD44,COLLAGEN,0,0,0,0
COL9A3_CD44,COL9A3_CD44,COLLAGEN,0.00017209,6.69E-05,9.26E-05,0.000141219
LAMA1_CD44,LAMA1_CD44,LAMININ,0.002466626,0.00760105,0.010505762,0.006260698
LAMA2_CD44,LAMA2_CD44,LAMININ,0.00017209,0.000178324,0.000370247,0.000376583
LAMA3_CD44,LAMA3_CD44,LAMININ,0.000200772,0.000156033,6.94E-05,0.000235365
LAMA4_CD44,LAMA4_CD44,LAMININ,2.87E-05,0,4.63E-05,4.71E-05
LAMA5_CD44,LAMA5_CD44,LAMININ,0,4.46E-05,0,0
LAMB1_CD44,LAMB1_CD44,LAMININ,2.87E-05,6.69E-05,0.000161983,0.000141219
LAMB2_CD44,LAMB2_CD44,LAMININ,7.17E-05,8.92E-05,0.000300826,0.000141219
LAMB3_CD44,LAMB3_CD44,LAMININ,7.17E-05,2.23E-05,9.26E-05,4.71E-05
LAMC1_CD44,LAMC1_CD44,LAMININ,0.000430225,0.00049039,0.00053223,0.000141219
LAMC2_CD44,LAMC2_CD44,LAMININ,1.43E-05,0,2.31E-05,0
LAMC3_CD44,LAMC3_CD44,LAMININ,5.74E-05,8.92E-05,0.000208264,0
COL1A1_SDC1,COL1A1_SDC1,COLLAGEN,2.51E-05,0,0.00015161,0
COL1A2_SDC1,COL1A2_SDC1,COLLAGEN,0,4.21E-05,0.000272898,0
COL2A1_SDC1,COL2A1_SDC1,COLLAGEN,0,4.21E-05,9.10E-05,0
COL4A1_SDC1,COL4A1_SDC1,COLLAGEN,5.02E-05,0,0.00030322,5.14E-05
COL4A2_SDC1,COL4A2_SDC1,COLLAGEN,5.02E-05,0.000210521,0.000181932,5.14E-05
COL4A3_SDC1,COL4A3_SDC1,COLLAGEN,0.000451737,0.005010402,0.00309284,0.000256761
COL4A4_SDC1,COL4A4_SDC1,COLLAGEN,0.001129342,0.007873489,0.006003749,0.000744608
COL4A5_SDC1,COL4A5_SDC1,COLLAGEN,0.000150579,0.000673668,0.000606439,0.000154057
COL4A6_SDC1,COL4A6_SDC1,COLLAGEN,0.000175675,0.001263127,0.000363864,5.14E-05
COL6A1_SDC1,COL6A1_SDC1,COLLAGEN,2.51E-05,0,3.03E-05,0
COL6A2_SDC1,COL6A2_SDC1,COLLAGEN,0,4.21E-05,6.06E-05,0
COL6A3_SDC1,COL6A3_SDC1,COLLAGEN,0.000100386,0,3.03E-05,0
